species	biosystem_ncbi_gene_id	gene_symbol	gene_description	type_of_gene
Caenorhabditis elegans	174275	rev-1	DNA repair protein REV1	protein-coding
Caenorhabditis elegans	174279	ZK669.4	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	protein-coding
Caenorhabditis elegans	174282	glna-2	GLutamiNAse	protein-coding
Caenorhabditis elegans	174291	apn-1	DNA-(apurinic or apyrimidinic site) lyase	protein-coding
Caenorhabditis elegans	174296	gpcp-2	Putative glycerophosphocholine phosphodiesterase GPCPD1 homolog 2	protein-coding
Caenorhabditis elegans	174308	ctns-1	Cystinosin homolog	protein-coding
Caenorhabditis elegans	174314	emb-27	hypothetical protein	protein-coding
Caenorhabditis elegans	174326	K01C8.1	hypothetical protein	protein-coding
Caenorhabditis elegans	174327	tdc-1	Tyrosine decarboxylase	protein-coding
Caenorhabditis elegans	174329	nst-1	Guanine nucleotide-binding protein-like 3 homolog	protein-coding
Caenorhabditis elegans	174339	drd-1	dietary restriction down regulated	protein-coding
Caenorhabditis elegans	174346	eif-3.G	Eukaryotic translation initiation factor 3 subunit G	protein-coding
Caenorhabditis elegans	174351	fars-3	Phenylalanine--tRNA ligase beta subunit	protein-coding
Caenorhabditis elegans	174358	gbh-2	Gamma Butyrobetaine Hydroxylase	protein-coding
Caenorhabditis elegans	174364	T13H5.4	hypothetical protein	protein-coding
Caenorhabditis elegans	174371	rpl-5	60S ribosomal protein L5	protein-coding
Caenorhabditis elegans	174378	cpf-1	Cleavage and Polyadenylation Factor	protein-coding
Caenorhabditis elegans	174379	rpl-26	60S ribosomal protein L26	protein-coding
Caenorhabditis elegans	174380	suf-1	SUppressor-of-Forked (Drosophila) homolog	protein-coding
Caenorhabditis elegans	174385	pyr-1	PYRimidine biosynthesis	protein-coding
Caenorhabditis elegans	174388	D2085.4	hypothetical protein	protein-coding
Caenorhabditis elegans	174390	C34C6.4	hypothetical protein	protein-coding
Caenorhabditis elegans	174394	cyn-11	Peptidyl-prolyl cis-trans isomerase 11	protein-coding
Caenorhabditis elegans	174401	pah-1	PhenylAlanine Hydroxylase	protein-coding
Caenorhabditis elegans	174414	agxt-1	Serine--pyruvate aminotransferase	protein-coding
Caenorhabditis elegans	174423	enol-1	Enolase	protein-coding
Caenorhabditis elegans	174429	C18E9.2	hypothetical protein	protein-coding
Caenorhabditis elegans	174435	F44G4.2	Probable NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	protein-coding
Caenorhabditis elegans	174442	T24B8.2	hypothetical protein	protein-coding
Caenorhabditis elegans	174443	rpl-32	Ribosomal Protein, Large subunit	protein-coding
Caenorhabditis elegans	174507	ugt-58	Putative UDP-glucuronosyltransferase ugt-58	protein-coding
Caenorhabditis elegans	174511	E02H1.6	Adenylate kinase isoenzyme 6 homolog	protein-coding
Caenorhabditis elegans	174513	T15H9.6	hypothetical protein	protein-coding
Caenorhabditis elegans	174514	dnj-20	DnaJ homolog dnj-20	protein-coding
Caenorhabditis elegans	174515	ZK1307.8	hypothetical protein	protein-coding
Caenorhabditis elegans	174524	taf-8	TAF (TBP-associated transcription factor) family	protein-coding
Caenorhabditis elegans	174542	C08H9.3	Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase	protein-coding
Caenorhabditis elegans	174546	C05C10.2	Uncharacterized ATP-dependent helicase C05C10.2	protein-coding
Caenorhabditis elegans	174548	C05C10.3	Probable succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial	protein-coding
Caenorhabditis elegans	174553	dtmk-1	Thymidylate kinase	protein-coding
Caenorhabditis elegans	174564	let-268	Procollagen-lysine,2-oxoglutarate 5-dioxygenase	protein-coding
Caenorhabditis elegans	174579	F33H1.3	hypothetical protein	protein-coding
Caenorhabditis elegans	174586	plc-3	Phosphoinositide phospholipase C	protein-coding
Caenorhabditis elegans	174588	mrps-14	Probable 40S ribosomal protein S14, mitochondrial	protein-coding
Caenorhabditis elegans	174596	vha-9	Probable V-type proton ATPase subunit F	protein-coding
Caenorhabditis elegans	174608	ZK673.2	Probable adenylate kinase isoenzyme ZK673.2	protein-coding
Caenorhabditis elegans	174630	rpb-6	Probable DNA-directed RNA polymerases I, II, and III subunit RPABC2	protein-coding
Caenorhabditis elegans	174633	C14A4.3	Putative glycosyltransferase C14A4.3	protein-coding
Caenorhabditis elegans	174645	M28.5	NHP2-like protein 1 homolog	protein-coding
Caenorhabditis elegans	174648	gbh-1	Probable gamma-butyrobetaine dioxygenase	protein-coding
Caenorhabditis elegans	174663	npp-19	Nucleoporin NUP53	protein-coding
Caenorhabditis elegans	174665	ech-4	Enoyl-CoA Hydratase	protein-coding
Caenorhabditis elegans	174672	gmps-1	Probable GMP synthase [glutamine-hydrolyzing]	protein-coding
Caenorhabditis elegans	174673	cap-2	F-actin-capping protein subunit beta	protein-coding
Caenorhabditis elegans	174674	cyn-4	Peptidyl-prolyl cis-trans isomerase 4	protein-coding
Caenorhabditis elegans	174680	tba-4	TuBulin, Alpha	protein-coding
Caenorhabditis elegans	174681	metr-1	Probable methionine synthase	protein-coding
Caenorhabditis elegans	174685	ptp-3	Protein-tyrosine-phosphatase	protein-coding
Caenorhabditis elegans	174692	sdhd-1	Putative succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	protein-coding
Caenorhabditis elegans	174695	rpl-36.A	60S ribosomal protein L44	protein-coding
Caenorhabditis elegans	174699	rps-9	40S ribosomal protein S9	protein-coding
Caenorhabditis elegans	174700	lsm-1	LSM Sm-like protein	protein-coding
Caenorhabditis elegans	174701	F40F8.1	UMP-CMP kinase	protein-coding
Caenorhabditis elegans	174712	cox-15	Cytochrome OXidase assembly protein	protein-coding
Caenorhabditis elegans	174747	rsp-2	Probable splicing factor, arginine/serine-rich 2	protein-coding
Caenorhabditis elegans	174748	rsp-1	Probable splicing factor, arginine/serine-rich 1	protein-coding
Caenorhabditis elegans	174749	aars-1	Alanine--tRNA ligase, mitochondrial	protein-coding
Caenorhabditis elegans	174758	B0334.3	hypothetical protein	protein-coding
Caenorhabditis elegans	174765	F54D5.11	Transcription initiation factor IIE subunit beta	protein-coding
Caenorhabditis elegans	174768	F54D5.7	Probable glutaryl-CoA dehydrogenase, mitochondrial	protein-coding
Caenorhabditis elegans	174778	gfat-1	Glutamine-Fructose 6-phosphate AminoTransferase homolog	protein-coding
Caenorhabditis elegans	174779	npp-5	Nuclear Pore complex Protein	protein-coding
Caenorhabditis elegans	174785	rad-23	hypothetical protein	protein-coding
Caenorhabditis elegans	174792	inos-1	INOsitol-3-phosphate Synthase	protein-coding
Caenorhabditis elegans	174793	xpf-1	(Xeroderma Pigmentosum group F) DNA repair gene homolog	protein-coding
Caenorhabditis elegans	174798	ldh-1	L-lactate dehydrogenase	protein-coding
Caenorhabditis elegans	174800	alh-8	ALdehyde deHydrogenase	protein-coding
Caenorhabditis elegans	174802	F13D12.6	Uncharacterized serine carboxypeptidase F13S12.6	protein-coding
Caenorhabditis elegans	174805	F44E5.4	hypothetical protein	protein-coding
Caenorhabditis elegans	174806	F44E5.5	hypothetical protein	protein-coding
Caenorhabditis elegans	174808	patr-1	Protein PAT1 homolog 1	protein-coding
Caenorhabditis elegans	174816	F43G6.5	hypothetical protein	protein-coding
Caenorhabditis elegans	174827	vps-15	related to yeast Vacuolar Protein Sorting factor	protein-coding
Caenorhabditis elegans	174839	Y17G7B.3	hypothetical protein	protein-coding
Caenorhabditis elegans	174844	tpi-1	Triosephosphate isomerase	protein-coding
Caenorhabditis elegans	174846	Y17G7B.10	NAD kinase 2, mitochondrial	protein-coding
Caenorhabditis elegans	174848	cnt-1	CeNTaurin	protein-coding
Caenorhabditis elegans	174875	ras-1	R-RAS related	protein-coding
Caenorhabditis elegans	174881	daf-22	Non-specific lipid-transfer protein-like 2	protein-coding
Caenorhabditis elegans	174899	cox-10	Protoheme IX farnesyltransferase, mitochondrial	protein-coding
Caenorhabditis elegans	174901	snrp-200	Putative U5 small nuclear ribonucleoprotein 200 kDa helicase	protein-coding
Caenorhabditis elegans	174902	pisy-1	PhosphatidylInositol SYnthase	protein-coding
Caenorhabditis elegans	174908	vps-2	related to yeast Vacuolar Protein Sorting factor	protein-coding
Caenorhabditis elegans	174912	cpt-1	Carnitine Palmitoyl Transferase	protein-coding
Caenorhabditis elegans	174914	spds-1	SPermiDine Synthase	protein-coding
Caenorhabditis elegans	174916	acl-7	ACyLtransferase-like	protein-coding
Caenorhabditis elegans	174941	cyd-1	G1/S-specific cyclin-D	protein-coding
Caenorhabditis elegans	174974	mac-1	Member of AAA family binding CED-4	protein-coding
Caenorhabditis elegans	174991	alh-7	ALdehyde deHydrogenase	protein-coding
Caenorhabditis elegans	174993	F45H10.3	hypothetical protein	protein-coding
Caenorhabditis elegans	175012	C31C9.2	hypothetical protein	protein-coding
Caenorhabditis elegans	175015	rpoa-1	DNA-directed RNA polymerase	protein-coding
Caenorhabditis elegans	175038	Y51H1A.3	hypothetical protein	protein-coding
Caenorhabditis elegans	175047	Y39G8B.1	hypothetical protein	protein-coding
Caenorhabditis elegans	175056	rpb-11	Probable DNA-directed RNA polymerase II subunit RPB11	protein-coding
Caenorhabditis elegans	175059	xrn-1	5'-3' exoribonuclease 1	protein-coding
Caenorhabditis elegans	175063	K09E4.4	hypothetical protein	protein-coding
Caenorhabditis elegans	175071	xrn-2	5'-3' exoribonuclease 2 homolog	protein-coding
Caenorhabditis elegans	175074	ace-4	Carboxylic ester hydrolase	protein-coding
Caenorhabditis elegans	175092	pfs-2	Polyadenylation Factor Subunit homolog	protein-coding
Caenorhabditis elegans	175107	cysl-2	Bifunctional L-3-cyanoalanine synthase/cysteine synthase	protein-coding
Caenorhabditis elegans	175117	mog-4	Masculinisation Of Germline	protein-coding
Caenorhabditis elegans	175145	rbm-28	RNA Binding Motif protein homolog	protein-coding
Caenorhabditis elegans	175152	Y53F4B.3	hypothetical protein	protein-coding
Caenorhabditis elegans	175185	ubc-20	UBiquitin Conjugating enzyme	protein-coding
Caenorhabditis elegans	175186	cox-17	Cytochrome OXidase assembly protein	protein-coding
Caenorhabditis elegans	175192	ads-1	Alkyldihydroxyacetonephosphate synthase	protein-coding
Caenorhabditis elegans	175201	stim-1	Stromal interaction molecule 1	protein-coding
Caenorhabditis elegans	175205	mat-3	Metaphase-to-Anaphase Transition defect	protein-coding
Caenorhabditis elegans	175223	grk-2	G protein-coupled receptor kinase 2	protein-coding
Caenorhabditis elegans	175235	rps-29	Ribosomal Protein, Small subunit	protein-coding
Caenorhabditis elegans	175244	rnp-5	RNP (RRM RNA binding domain) containing	protein-coding
Caenorhabditis elegans	175252	sucl-2	SUCcinyl-CoA Ligase, alpha subunit	protein-coding
Caenorhabditis elegans	175269	BE0003N10.1	hypothetical protein	protein-coding
Caenorhabditis elegans	175270	uaf-1	Splicing factor U2AF 65 kDa subunit	protein-coding
Caenorhabditis elegans	175280	Y71D11A.3	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase	protein-coding
Caenorhabditis elegans	175281	smr-1	SMN (Survival of Motor Neuron protein) Related	protein-coding
Caenorhabditis elegans	175284	dss-1	Probable 26S proteasome complex subunit dss-1	protein-coding
Caenorhabditis elegans	175299	Y82E9BR.3	ATP synthase lipid-binding protein, mitochondrial	protein-coding
Caenorhabditis elegans	175313	sms-3	Putative phosphatidylcholine:ceramide cholinephosphotransferase 3	protein-coding
Caenorhabditis elegans	175337	polh-1	POLH (DNA polymerase eta) homolog	protein-coding
Caenorhabditis elegans	175339	mboa-6	Lysophospholipid acyltransferase 5	protein-coding
Caenorhabditis elegans	175344	ppk-2	PIP Kinase	protein-coding
Caenorhabditis elegans	175359	mrpl-30	Mitochondrial Ribosomal Protein, Large	protein-coding
Caenorhabditis elegans	175367	smg-6	Suppressor with Morphological effect on Genitalia	protein-coding
Caenorhabditis elegans	175371	Y54F10AM.5	hypothetical protein	protein-coding
Caenorhabditis elegans	175376	apb-1	AP complex subunit beta	protein-coding
Caenorhabditis elegans	175382	Y71H2B.2	hypothetical protein	protein-coding
Caenorhabditis elegans	175397	Y71H2AM.4	hypothetical protein	protein-coding
Caenorhabditis elegans	175403	F56F11.4	hypothetical protein	protein-coding
Caenorhabditis elegans	175413	ubl-1	Ubiquitin-like protein 1	protein-coding
Caenorhabditis elegans	175419	mec-12	Tubulin alpha-3 chain	protein-coding
Caenorhabditis elegans	175426	heh-1	Putative protein heh-1	protein-coding
Caenorhabditis elegans	175429	Y53G8AL.2	hypothetical protein	protein-coding
Caenorhabditis elegans	175442	clpf-1	CLeavage/Polyadenylation Factor Ia subunit	protein-coding
Caenorhabditis elegans	175443	npp-9	Nuclear Pore complex Protein	protein-coding
Caenorhabditis elegans	175453	gly-14	GLYcosylation related	protein-coding
Caenorhabditis elegans	175455	rpl-16	60S ribosomal protein L13a	protein-coding
Caenorhabditis elegans	175461	ben-1	hypothetical protein	protein-coding
Caenorhabditis elegans	175469	C46F11.4	hypothetical protein	protein-coding
Caenorhabditis elegans	175472	pdi-1	Protein disulfide-isomerase 1	protein-coding
Caenorhabditis elegans	175497	C36A4.4	Probable UDP-N-acetylglucosamine pyrophosphorylase	protein-coding
Caenorhabditis elegans	175500	acs-19	Acetyl-coenzyme A synthetase	protein-coding
Caenorhabditis elegans	175501	rpl-3	60S ribosomal protein L3	protein-coding
Caenorhabditis elegans	175503	mmcm-1	Probable methylmalonyl-CoA mutase, mitochondrial	protein-coding
Caenorhabditis elegans	175506	ZK1058.3	Probable galactose-1-phosphate uridylyltransferase	protein-coding
Caenorhabditis elegans	175514	msi-1	MuSashI (fly neural) family	protein-coding
Caenorhabditis elegans	175519	tbb-2	Tubulin beta-2 chain	protein-coding
Caenorhabditis elegans	175524	kin-19	Casein kinase I isoform alpha	protein-coding
Caenorhabditis elegans	175525	rnr-2	Ribonucleoside-diphosphate reductase small chain	protein-coding
Caenorhabditis elegans	175534	C16C10.4	Probable histone deacetylase complex subunit SAP18	protein-coding
Caenorhabditis elegans	175538	lars-1	Leucine--tRNA ligase	protein-coding
Caenorhabditis elegans	175541	xbp-1	X-box Binding Protein homolog	protein-coding
Caenorhabditis elegans	175549	T08A11.2	hypothetical protein	protein-coding
Caenorhabditis elegans	175552	mcm-5	DNA replication licensing factor mcm-5	protein-coding
Caenorhabditis elegans	175565	ckb-2	Choline kinase B2	protein-coding
Caenorhabditis elegans	175572	rnp-4	RNA-binding protein 8A	protein-coding
Caenorhabditis elegans	175591	ugt-62	UDP-glucuronosyltransferase	protein-coding
Caenorhabditis elegans	175597	mlcd-1	MaLonyl CoA Decarboxylase	protein-coding
Caenorhabditis elegans	175598	idhg-1	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	protein-coding
Caenorhabditis elegans	175600	wdr-48	WD repeat-containing protein 48 homolog	protein-coding
Caenorhabditis elegans	175604	apc-11	Anaphase Promoting Complex; see also mat	protein-coding
Caenorhabditis elegans	175613	ppat-1	Amidophosphoribosyltransferase	protein-coding
Caenorhabditis elegans	175622	acy-1	Adenylyl CYclase	protein-coding
Caenorhabditis elegans	175625	ras-2	R-RAS related	protein-coding
Caenorhabditis elegans	175628	rps-0	40S ribosomal protein SA	protein-coding
Caenorhabditis elegans	175650	arx-6	Probable actin-related protein 2/3 complex subunit 4	protein-coding
Caenorhabditis elegans	175659	rars-1	Probable arginine--tRNA ligase, cytoplasmic	protein-coding
Caenorhabditis elegans	175660	rpb-8	Probable DNA-directed RNA polymerases I, II, and III subunit RPABC3	protein-coding
Caenorhabditis elegans	175661	mmab-1	MethylMalonic Aciduria type B homolog	protein-coding
Caenorhabditis elegans	175668	rpb-2	DNA-directed RNA polymerase II subunit RPB2	protein-coding
Caenorhabditis elegans	175669	ntl-9	NOT-Like (yeast CCR4/NOT complex component)	protein-coding
Caenorhabditis elegans	175703	gars-1	Glycine--tRNA ligase	protein-coding
Caenorhabditis elegans	175712	syx-16	SYntaXin	protein-coding
Caenorhabditis elegans	175717	prmt-5	Protein arginine N-methyltransferase 5	protein-coding
Caenorhabditis elegans	175724	hap-1	Inosine triphosphate pyrophosphatase	protein-coding
Caenorhabditis elegans	175731	pqe-1	PolyQ (poly glutamine tract) toxicity Enhancer	protein-coding
Caenorhabditis elegans	175732	F52C9.3	hypothetical protein	protein-coding
Caenorhabditis elegans	175749	skpt-1	SKP2 (S phase Kinase associated Protein Two) homolog	protein-coding
Caenorhabditis elegans	175750	paa-1	Probable serine/threonine-protein phosphatase PP2A regulatory subunit	protein-coding
Caenorhabditis elegans	175766	F09F7.4	hypothetical protein	protein-coding
Caenorhabditis elegans	175767	rpc-2	DNA-directed RNA polymerase	protein-coding
Caenorhabditis elegans	175771	ddx-15	DEAD boX helicase homolog	protein-coding
Caenorhabditis elegans	175779	basl-1	BAS-Like	protein-coding
Caenorhabditis elegans	175783	par-3	Partitioning defective protein 3	protein-coding
Caenorhabditis elegans	175786	rps-12	40S ribosomal protein S12	protein-coding
Caenorhabditis elegans	175791	B0336.13	Transcription initiation factor IIA small chain homolog	protein-coding
Caenorhabditis elegans	175793	lgg-3	Ubiquitin-like protein ATG12	protein-coding
Caenorhabditis elegans	175802	wrm-1	Armadillo repeat-containing protein wrm-1	protein-coding
Caenorhabditis elegans	175809	Y37B11A.2	DNA polymerase	protein-coding
Caenorhabditis elegans	175815	sma-4	Dwarfin sma-4	protein-coding
Caenorhabditis elegans	175818	ddx-23	DEAD boX helicase homolog	protein-coding
